X,Y,ConsentNo,ConsentType,ConsentSource,ConsentStatus,,FeatureType,,ActivityText,EstAllocation,EstMethod,MaxRate,MaxVolume,consecDays,NZTMX,NZTMY
1372224.711,5103643.235,CRC163408,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,1500000,,150.4,,,1372224,5103643
1449759.094,5068586.632,CRC144170,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,553845,,60,,,1449759,5068586
1544731.647,5149847.381,CRC012171.1,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,580988,,70.3,,,1544731,5149847
1600422.392,5269247.508,CRC190991,Water Permit (s14),Part Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,461435.5,,37,,,1600422,5269247
1440042.525,5107850.869,CRC990368.1,Water Permit (s14),Notice of Review,Issued - Active,,Water Take/Use,,Take Surface Water,537367,,49.6,,,1440042,5107850
1388765.071,5050999.69,CRC011950,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,482603,,85,,,1388765,5050999
1382066.005,5078133.182,CRC164826,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,240000,,28,2419,1,1382066,5078133
1453885.564,5072316.052,CRC161549,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,960234,,30,24494,12,1453885,5072316
1420784.018,5030139.239,CRC180551,Water Permit (s14),Notice of Review,Issued - Active,,Water Take/Use,,Take Surface Water,1098500,,249.3,21540,1,1420784,5030139
1412161.871,5062665.939,CRC172580,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,492284,,61,48000,7,1412161,5062665
1542449.337,5187324.712,CRC012006,Water Permit (s14),Renewal,Issued - Active,,Water Take/Use,,Take Surface Water,4782240,,100,,,1542449,5187324
1475736.452,5117191.468,CRC146052,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,146250,,6.3,,,1475736,5117191
1572498.649,5195182.475,CRC992605,Water Permit (s14),Renewal,Issued - Active,,Water Take/Use,,Take Surface Water,85000,,16.5,9332,9,1572498,5195182
1499648.733,5124755.418,CRC063082,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,715000,,20,,,1499648,5124755
1529350.004,5159041.893,CRC991035.5,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,11960362,,1577,,,1529350,5159041
1390666.911,5048850.431,CRC011947.1,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,346893,,185,,,1390666,5048850
1390916.092,5050180.893,CRC011947.1,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,346893,,185,,,1390916,5050180
1385257.509,5115754.15,CRC162147,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,1870400,,496,51840,1,1385257,5115754
1617571.997,5252809.194,CRC181649,Water Permit (s14),New Consent,Application in Process,,Water Take/Use,,Take Surface Water,1904000,,206,,,1616402,5252605
1378437.86,5111633.257,CRC162147,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,1870400,,496,51840,1,1378437,5111633
1351397.859,5068393.488,CRC174573,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,3366058,,400,,,1351397,5068393
1483493.855,5187691.749,CRC082474,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,1430000,,235,,,1483493,5187691
1617576.976,5252806.601,CRC181649,Water Permit (s14),New Consent,Application in Process,,Water Take/Use,,Take Surface Water,1904000,,206,,,1617576,5252806
1402725.097,5040117.013,CRC180567,Water Permit (s14),Notice of Review,Issued - Active,,Water Take/Use,,Take Surface Water,324684,,150,27000,14,1402725,5040117
1434829.161,5173179.792,CRC981744.2,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,467779,,27.3,,,1434829,5173179
1408608.214,5036810.773,CRC180508,Water Permit (s14),Notice of Review,Issued - Active,,Water Take/Use,,Take Surface Water,647700,,53,4388,1,1408608,5036810
1614699.032,5252214.166,CRC181649,Water Permit (s14),New Consent,Application in Process,,Water Take/Use,,Take Surface Water,1904000,,206,,,1614699,5252214
1434829.161,5173179.792,CRC981744.2,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,467779,,13.7,,,1434829,5173179
1351397.859,5068393.488,CRC174573,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,3366058,,400,,,1351397,5068393
1351397.859,5068393.488,CRC174573,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,3366058,,400,,,1351397,5068393
1402725.097,5040117.013,CRC180567,Water Permit (s14),Notice of Review,Issued - Active,,Water Take/Use,,Take Surface Water,324684,,150,27000,14,1402725,5040117
1363134.124,5095790.304,CRC120693,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,3617332,,114.7,9910,1,1363134,5095790
1352539.564,5064419.32,CRC174573,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,3366058,,400,,,1352539,5064419
1529339.531,5159039.397,CRC991035.5,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,11960362,,1577,,,1529339,5159039
1434829.161,5173179.792,CRC981744.2,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,467779,,27.3,,,1434829,5173179
1351397.859,5068393.488,CRC174573,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,3366058,,400,,,1351397,5068393
1390916.092,5050180.893,CRC011947.1,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,346893,,185,,,1390916,5050180
1434829.161,5173179.792,CRC981744.2,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,467779,,13.7,,,1434829,5173179
1475736.452,5117191.468,CRC146052,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,,,12.5,190600,22,1475736,5117191
1407409.893,5145649.601,CRC164947,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,2543324,,270,,,1407409,5145649
1403188.377,5145408.861,CRC164947,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,2543324,,270,,,1403188,5145408
1561084.985,5187350.258,CRC183492,Water Permit (s14),Part Transfer Site2Site (W),Issued - Active,,Water Take/Use,,Take Surface Water,3780670,,120,10368,1,1561084,5187350
1378453.418,5111640.745,CRC176714,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,1400000,,170,14688,1,1378453,5111640
1378453.418,5111640.745,CRC176714,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,1400000,,170,14688,1,1378453,5111640
1378453.418,5111640.745,CRC176714,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,1400000,,170,14688,1,1378453,5111640
1644582.52,5307933.662,CRC183796,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,814682,,75,,,1644582,5307933
1648681.113,5308532.81,CRC183796,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,814682,,75,,,1648681,5308532
1603852.743,5252830.769,CRC133471,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,2637420,,227,137289,7,1603852,5252830
1605579.49,5252127.918,CRC133471,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,2637420,,227,137289,7,1605579,5252127
1505419.663,5169785.923,CRC161091,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,7582856,,1120,,,1505419,5169785
1497221.817,5177484.516,CRC161091,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,7582856,,1120,,,1497221,5177484
1505320.686,5169786.913,CRC161091,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,7582856,,1120,,,1505320,5169786
1639130.936,5306374.411,CRC153876,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,,,90,,,1639130,5306374
1639077.308,5306890.196,CRC153876,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,135491,,10,864,1,1639077,5306890
1639130.936,5306374.411,CRC153876,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,135491,,10,864,1,1639130,5306374
1638861.135,5306645.641,CRC153876,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,,,90,,,1638861,5306645
1638861.135,5306645.641,CRC153876,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,135491,,10,864,1,1638861,5306645
1638910.802,5306594.545,CRC153876,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,135491,,10,864,1,1638910,5306594
1639077.308,5306890.196,CRC153876,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,,,90,,,1639077,5306890
1639386.126,5306296.899,CRC153876,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,135491,,10,864,1,1639386,5306296
1640503,5305745,CRC153876,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,135491,,10,864,1,1640503,5305745
1639087.825,5306330.784,CRC153876,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,135491,,10,864,1,1639087,5306330
1639532.991,5306302.523,CRC153876,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,135491,,10,864,1,1639532,5306302
1638910.802,5306594.545,CRC153876,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,,,90,,,1638910,5306594
1639532.991,5306302.523,CRC153876,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,,,90,,,1639532,5306302
1639386.126,5306296.899,CRC153876,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,,,90,,,1639386,5306296
1639022.986,5306501.411,CRC153876,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,,,90,,,1639022,5306501
1640503,5305745,CRC153876,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,,,90,,,1640503,5305745
1639022.986,5306501.411,CRC153876,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,135491,,10,864,1,1639022,5306501
1639087.825,5306330.784,CRC153876,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,,,90,,,1639087,5306330
1378088.417,5057054.611,CRC073337,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,15000,,30,,,1378088,5057054
1412731.19,5052375.88,CRC132895,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,,,320,27648,1,1412731,5052375
1412731.19,5052375.88,CRC132895,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,3657000,,320,,,1412731,5052375
1386759.016,5059950.628,CRC030944,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,330000,,40,34560,8,1386759,5059950
1386759.016,5059950.628,CRC030944,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,330000,,40,34560,8,1386759,5059950
1390434.781,5052041.003,CRC030944,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,330000,,40,34560,8,1390434,5052041
1386759.016,5059950.628,CRC030944,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,330000,,40,34560,8,1386759,5059950
1386759.016,5059950.628,CRC030944,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,330000,,40,34560,8,1386759,5059950
1386759.016,5059950.628,CRC030944,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,330000,,40,34560,8,1386759,5059950
1386759.016,5059950.628,CRC030944,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,330000,,40,34560,8,1386759,5059950
1390434.781,5052041.003,CRC030944,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,330000,,40,34560,8,1390434,5052041
1439671.817,5047682.191,CRC961089,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,2550,,2,17,1,1439671,5047682
1570689.797,5216159.86,CRC193801,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,211582.2,,65,,,1570689,5216159
1491534.545,5184030.832,CRC173837,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,,,300,,,1491534,5184030
1491422.564,5184082.815,CRC173837,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,,,300,,,1491422,5184082
1491534.545,5184030.832,CRC173837,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,62712,,20,350,1,1491534,5184030
1491422.564,5184082.815,CRC173837,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,62712,,20,350,1,1491422,5184082
1384936.156,5108261.946,CRC192493,Water Permit (s14),Part Surrender,Issued - Active,,Water Take/Use,,Take Surface Water,1802564,,230,205690,14,1384936,5108261
1570939.281,5189434.635,CRC191911,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,2865044,,95,7871,1,1570939,5189434
1358345.115,5067937.067,CRC194088,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,64659,,6,345,1,1358345,5067937
1413979.99,5035064.499,CRC180543,Water Permit (s14),Notice of Review,Issued - Active,,Water Take/Use,,Take Surface Water,1008093,,91,7862,1,1413979,5035064
1498029.854,5125795.77,CRC194281,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,112783,,28,5750,7,1498029,5125795
1377818.08,5057473.571,CRC185066,Water Permit (s14),Part Transfer Site2Site (W),Issued - Active,,Water Take/Use,,Take Surface Water,30000,,10,,,1377818,5057473
1377707.373,5055327.858,CRC185065,Water Permit (s14),Part Transfer Site2Site (W),Issued - Active,,Water Take/Use,,Take Surface Water,1328600,,69,41000,7,1377707,5055327
1574477.914,5190094.415,CRC194304,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,331500,,32,35481,14,1574477,5190094
1377273.604,5057409.66,CRC185066,Water Permit (s14),Part Transfer Site2Site (W),Issued - Active,,Water Take/Use,,Take Surface Water,30000,,10,,,1377273,5057409
1377707.373,5055327.858,CRC185066,Water Permit (s14),Part Transfer Site2Site (W),Issued - Active,,Water Take/Use,,Take Surface Water,30000,,10,,,1377707,5055327
1463291.555,5106418.998,CRC020440,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,12579840,,400,,,1463291,5106418
1454473.364,5043292.063,CRC194373,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,97500,,12,635,1,1454473,5043292
1497221.817,5177484.516,CRC150940,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,2250000,,400,,,1497221,5177484
1501021.328,5173385.701,CRC150940,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,2250000,,400,,,1501021,5173385
1497221.817,5177484.516,CRC150942,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,1895714,,280,24192,1,1497221,5177484
1503741.909,5171251.424,CRC150940,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,2250000,,400,,,1503741,5171251
1503741.909,5171251.424,CRC150942,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,1895714,,280,24192,1,1503741,5171251
1593624.93,5261053.217,CRC193262,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,1079000,,83,,,1593624,5261053
1594594.744,5262556.574,CRC193263,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,969984,,280,96700,15,1594594,5262556
1413719.892,5033799.208,CRC184208,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,1157981,,108,9331,1,1413719,5033799
1388074.017,5083267.346,CRC173619,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,4363100,,340,29376,1,1388074,5083267
1449804.772,5077179.999,CRC192267,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,,,10.1,,,1449804,5077179
1448769.428,5078043.438,CRC192267,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,,,10.1,,,1448769,5078043
1448494.302,5078345.286,CRC192264,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,3364796,,1000,,,1448494,5078345
1448494.302,5078345.286,CRC192267,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,,,10.1,,,1448494,5078345
1448769.428,5078043.438,CRC192266,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,,,47,2715,1,1448769,5078043
