X,Y,ConsentNo,ConsentType,ConsentSource,ConsentStatus,FeatureType,ActivityText,FileNo,MaxRate,MaxVolume,ReturnPeriodDays,EffectiveAnnualVolume,FullEffectiveAnnualVolume,ConsentedAnnualVolume,NZTMX,NZTMY
1555715.695,5200718.586,CRC100014,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CO6C/30060,5,288,1,21190,21190,21190,1555715,5200718
1560205.801,5175140.637,CRC010883,Water Permit (s14),Renewal,Issued - Active,Water Take/Use,Take Groundwater,CO6C/17337,4,238,3,14875,14875,0,1560205,5175140
1576168.55,5209847.964,CRC147641,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC147641,4,345.5,1,55710,55710,0,1576168,5209847
1547707.863,5181866.687,CRC171801,Water Permit (s14),Part Surrender,Issued - Active,Water Take/Use,Take Groundwater,CRC171801,5,160,1,26000,26000,0,1547707,5181866
1505891.499,5149008.635,CRC150154,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC150154,45,44712,12,413675,413675,413675,1505891,5149008
1547978.911,5165042.38,CRC940473.2,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CO6C/32887,7.5,2756,7,69251,69251,0,1547978,5165042
1569829.684,5190904.071,CRC020551.1,Water Permit (s14),Notice of Review,Issued - Active,Water Take/Use,Take Groundwater,CO6C/16552,19,15732,10,0,249441,0,1569829,5190904
1561678.466,5158060.203,CRC145991,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC145991,59,5098,1,797380,797380,0,1561678,5158060
1547899.891,5180037.301,CRC010876.1,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CO6C/19597,5.5,713,2,59124,59124,0,1547899,5180037
1509967.745,5128212.186,CRC156892,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC156892,80,42941,7,206064,824256,824256,1509967,5128212
1553228.218,5177156.558,CRC981731,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CO6C/14434,1.3,187,7,7331,7331,0,1553228,5177156
1533593.51,5166000.718,CRC166880,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC166880,6.1,878,4,20589,20589,20589,1533593,5166000
1501726.514,5160715.573,CRC169658,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC169658,90,62208,8,943797,943797,943797,1501726,5160715
1511739.965,5132084.35,CRC147502,Water Permit (s14),Part Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC147502,55,4356,1,672337,672337,0,1511739,5132084
1470938.587,5130626.29,CRC051728.1,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CO6C/25838,55,33264,7,661980,661980,661980,1470938,5130626
1530740.386,5178224.818,CRC135177,Water Permit (s14),Part Surrender,Issued - Active,Water Take/Use,Take Groundwater,CRC135177,19.5,7776,7,175312,175312,0,1530740,5178224
1522628.207,5153353.24,CRC980563,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CO6C/13557,20,720,1,106697,106697,0,1522628,5153353
1532784.32,5160512.336,CRC140991,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC140991,2,173,1,20210,20210,20210,1532784,5160512
1571792.921,5196444.006,CRC990929,Water Permit (s14),Renewal,Issued - Active,Water Take/Use,Take Groundwater,CO6C/04511,100,8460,1,1269000,1269000,0,1571792,5196444
1564226.721,5194015.907,CRC091784.1,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CO6C/27522,4,3456,10,44759,44759,44759,1564226,5194015
1562722.249,5198239.403,CRC990202.3,Water Permit (s14),Notice of Review,Issued - Active,Water Take/Use,Take Groundwater,CO6C/20472,30,2592,1,101786,407145,0,1562722,5198239
1497022.317,5138139.759,CRC103272,Water Permit (s14),Part Transfer,Issued - Active,Water Take/Use,Take Groundwater,CO6C/25240,10,5544,7,62240,62240,62240,1497022,5138139
1564986.512,5205530.788,CRC980428,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CO6C/13493,4.2,2570,10,41182,41182,0,1564986,5205530
1529122.696,5180803.967,CRC951714.3,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CO6C/07883,20,430,1,67428,67428,0,1529122,5180803
1457446.291,5095187.963,CRC170294,Water Permit (s14),Part Surrender,Issued - Active,Water Take/Use,Take Groundwater,CRC170294,4.8,415,1,58097,58097,0,1457446,5095187
1571627.984,5196648.93,CRC970304,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CO6C/12061,76,3010,1,451500,451500,0,1571627,5196648
1462491.304,5110394.297,CRC041689,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CO6C/06507,5,6048,14,41928,41928,0,1462491,5110394
1461670.62,5095806.569,CRC952585.2,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CO6C/09146,25,1080,1,152624,152624,0,1461670,5095806
1498110.681,5140107.546,CRC080795,Water Permit (s14),Part Transfer Site2Site (-),Issued - Active,Water Take/Use,Take Groundwater,CO6C/26815,9.5,1539,7,12379,49516,49516,1498110,5140107
1559933.499,5184246.335,CRC971173,Water Permit (s14),Renewal,Issued - Active,Water Take/Use,Take Groundwater,CO6C/12393,15,9072,7,232430,232430,0,1559933,5184246
1542335.204,5161062.192,CRC961653.1,Water Permit (s14),Notice of Review,Issued - Active,Water Take/Use,Take Groundwater,CO6C/11031,30,2160,1,224000,224000,224000,1542335,5161062
1552984.014,5183088.51,CRC153376,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC153376,2.6,282,3,15639,15639,0,1552984,5183088
1502132.339,5123931.242,CRC173506,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC173506,157,147072,12,1355450,1355450,1355450,1502132,5123931
1484444.864,5137926.199,CRC001018.4,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CO6C/25275,57,75513,16,565000,565000,565000,1484444,5137926
1553067.064,5181290.127,CRC970515,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CO6C/12198,3,22,2,385,1540,0,1553067,5181290
1461530.005,5114769.54,CRC991009A,Water Permit (s14),Notice of Review,Issued - Active,Water Take/Use,Take Groundwater,CO6C/08445,53,4000,1,0,338588,0,1461530,5114769
1465838.992,5113289.036,CRC082926.3,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CO6C/30660,96,7517,1,817021,817021,817021,1465838,5113289
1479512.397,5115309.877,CRC031256.2,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CO6C/31349,38,2485.3,1,316700,316700,316700,1479512,5115309
1549276.534,5164201.788,CRC002114,Water Permit (s14),Renewal,Issued - Active,Water Take/Use,Take Groundwater,CO6C/00950,75,5940,1,1061843,1061843,0,1549276,5164201
1568900.06,5189084.74,CRC971160,Water Permit (s14),Renewal,Issued - Active,Water Take/Use,Take Groundwater,CO6C/00063,20.9,11060,7,208882,208882,0,1568900,5189084
1498547.353,5136313.482,CRC001609,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CO6C/16738,4.4,1841,14,16971,16971,0,1498547,5136313
1466447.721,5113917.149,CRC021197,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CO6C/18680,170.4,,,1458898,1458898,0,1466447,5113917
1559166.959,5163717.81,CRC010562,Water Permit (s14),Renewal,Issued - Active,Water Take/Use,Take Groundwater,CO6C/00808,24,13306,14,135655,135655,0,1559166,5163717
1558828.098,5163580.833,CRC011150.1,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CO6C/01968,26.5,8586,10,142795,142795,0,1558828,5163580
1508644.081,5140516.482,CRC030897.3,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CO6C/06233,75.8,64915,16,501363,501363,0,1508644,5140516
1560339.095,5199853.852,CRC950206,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CO6C/05041,3.4,294,1,47500,47500,0,1560339,5199853
1497778.483,5141493.179,CRC060738.1,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CO6C/21817,21,1250,1,127240,127240,127240,1497778,5141493
1554567.088,5171485.626,CRC990376,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CO6C/14521,65,98280,21,790100,790100,0,1554567,5171485
1495544.64,5121000.231,CRC080497,Water Permit (s14),Part Transfer Site2Site (-),Issued - Active,Water Take/Use,Take Groundwater,CO6C/26258,1,1584,21,14304,14304,14304,1495544,5121000
1573148.403,5193982.927,CRC020351.1,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CO6C/18551,1.2,104,1,,,,1573148,5193982
1493640.695,5130540.664,CRC952581.4,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CO6C/17633,20,11880,15,58280,58280,58280,1493640,5130540
1541400.11,5178427.45,CRC141330,Water Permit (s14),Part Transfer Site2Site (-),Issued - Active,Water Take/Use,Take Groundwater,crc141330,80,6912,1,234036,234036,234036,1541400,5178427
1463422.977,5108067.859,CRC970474.1,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CO6C/12224,32,55640,21,258571,258571,0,1463422,5108067
1497187.306,5138012.821,CRC040894,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CO6C/21065,6,259,1,33942,33942,0,1497187,5138012
1572348.745,5189209.736,CRC971895.1,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CO6C/12848,22.5,4860,7,123238,123238,0,1572348,5189209
1562061.015,5177003.041,CRC972424,Water Permit (s14),Renewal,Issued - Active,Water Take/Use,Take Groundwater,CO6C/13087,6,1296,7,67392,67392,0,1562061,5177003
1551267.371,5170000.922,CRC030416,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CO6C/17606,15,14040,13,148305,148305,0,1551267,5170000
1544511.165,5154495.706,CRC010500.2,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CO6C/17193,18.8,9475,7,106470,212940,212940,1544511,5154495
1544562.222,5145908.778,CRC012780.1,Water Permit (s14),Notice of Review,Issued - Active,Water Take/Use,Take Groundwater,CO6C/13755,30,6480,10,21146,84585,84585,1544562,5145908
1558603.699,5198511.33,CRC000958.1,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CO6C/18573,6,518,1,80185,80185,0,1558603,5198511
1562018.313,5171774.982,CRC010942,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CO6C/17341,24,1020,1,121113,121113,0,1562018,5171774
1536206.03,5162641.034,CRC960105.3,Water Permit (s14),Notice of Review,Issued - Active,Water Take/Use,Take Groundwater,CO6C/09335,9,713,1,101892,101892,101892,1536206,5162641
1558966.618,5192858.296,CRC176221,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC176221,20,11592,7,247000,247000,0,1558966,5192858
1550310.032,5180942.121,CRC960379.1,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CO6C/09747,1.8,117,1,21629,21629,0,1550310,5180942
1458706.062,5109244.163,CRC153817,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC153817,55.3,,,242829,971316,971316,1458706,5109244
1475556.224,5114689.808,CRC042803,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CO6C/20046,45,3888,1,381518,381518,0,1475556,5114689
1538261.791,5168950.224,CRC011000.2,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CO6C/27918,3.9,1404,10,21791,21791,0,1538261,5168950
1564896.472,5198809.182,CRC991827,Water Permit (s14),Renewal,Issued - Active,Water Take/Use,Take Groundwater,CO6C/10610,45.6,3612,1,113536,454142,0,1564896,5198809
1582082.871,5236313.051,CRC040015,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CO6C/19754,3,260,1,54168,54168,0,1582082,5236313
1543333.302,5156891.732,CRC960627.1,Water Permit (s14),Notice of Review,Issued - Active,Water Take/Use,Take Groundwater,CO6C/09964,11.4,738,1,108000,108000,108000,1543333,5156891
1486895.016,5157280.258,CRC010365,Water Permit (s14),Renewal,Issued - Active,Water Take/Use,Take Groundwater,CO6C/07027,38,20520,10,254026,254026,0,1486895,5157280
1493919.708,5139490.844,CRC000227,Water Permit (s14),Renewal,Issued - Active,Water Take/Use,Take Groundwater,CO6C/16155,38,42134,14,411277,411277,0,1493919,5139490
1544689.648,5169620.545,CRC169764,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC169764,14,3000,8,66662,66662,0,1544689,5169620
1546201.866,5175349.619,CRC142310,Water Permit (s14),Part Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC142310,5.5,475.2,1,100742,100742,100742,1546201,5175349
1571579.1,5185676.075,CRC971757.1,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CO6C/24963,12.2,659,14,7736,7736,0,1571579,5185676
1554220.987,5166030.071,CRC157575,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC157575,12,5180,10,72464,72464,0,1554220,5166030
1578716.696,5230776.255,CRC145546,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC145546,14.2,7552,6,262505,262505,0,1578716,5230776
1579175.544,5230998.147,CRC150061,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC150061,1.5,130,1,27054,27054,0,1579175,5230998
1552381.24,5182686.624,CRC960585,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CO6C/09921,4,173,1,30077,30077,0,1552381,5182686
1537060.424,5179247.925,CRC020600.1,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CO6C/20769,8,6216,12,82398,82398,0,1537060,5179247
1530100.364,5143944.248,CRC154545,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC154545,90,7128,1,1109595,1109595,0,1530100,5143944
1538971.557,5184402.453,CRC002098,Water Permit (s14),Renewal,Issued - Active,Water Take/Use,Take Groundwater,CO6C/16959,45,45360,14,497338,497338,0,1538971,5184402
1498954.235,5141423.42,CRC000257,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CO6C/16169,5.5,3049,14,30524,30524,0,1498954,5141423
1484640.326,5158016.804,CRC042230.1,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CO6C/21835,97,40158,5,634018,634018,634018,1484640,5158016
1559703.546,5185325.946,CRC971613.4,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CO6C/22186,7,605,21,7269,7269,0,1559703,5185325
1549388.049,5169660.899,CRC012345,Water Permit (s14),Renewal,Issued - Active,Water Take/Use,Take Groundwater,CO6C/04123,4.5,3208,10,52938,52938,0,1549388,5169660
1465072.043,5116667.408,CRC142203,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC142203,28,2419,1,235835,235835,235835,1465072,5116667
1558302.354,5162897.046,CRC161705,Water Permit (s14),Part Surrender,Issued - Active,Water Take/Use,Take Groundwater,CRC161705,9.9,3024,7,70831,70831,0,1558302,5162897
1548988.535,5179861.416,CRC010428.1,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CO6C/19286,5,1620,30,7290,7290,0,1548988,5179861
1584401.595,5264183.075,CRC176481,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC176481,22,12100,7,260000,260000,0,1584401,5264183
1555865.775,5169161.55,CRC010846,Water Permit (s14),Renewal,Issued - Active,Water Take/Use,Take Groundwater,CO6C/21809,23,7949,7,188959,188959,0,1555865,5169161
1564487.633,5193417.122,CRC054086,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CO6C/03577-02,49,40572,10,430360,430360,430360,1564487,5193417
1411471.248,5033052.484,CRC180507,Water Permit (s14),Notice of Review,Issued - Active,Water Take/Use,Take Groundwater,CRC180507,92,95386,12,0,1328198,0,1411471,5033052
1492030.561,5128293.754,CRC951053.2,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CO6C/27445,19,1094,1,152218,152218,0,1492030,5128293
1466605.594,5094341.686,CRC012786.1,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CO6C/17246,45,26082,7,0,513705,0,1466605,5094341
1439873.321,5105580.825,CRC040527,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CO6C/17667,46.3,28000,7,0,1620000,0,1439873,5105580
1496135.653,5137440.729,CRC030895.1,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CO6C/25854,11,9900,12,97445,97445,0,1496135,5137440
1495091.21,5123038.654,CRC151589,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC151589,42,3478,1,480489,480489,0,1495091,5123038
1463491.338,5091442.423,CRC122599,Water Permit (s14),Renewal,Issued - Active,Water Take/Use,Take Groundwater,CO6C/06487,30,2160,1,195960,195960,195960,1463491,5091442
1463497.146,5091430.801,CRC122599,Water Permit (s14),Renewal,Issued - Active,Water Take/Use,Take Groundwater,CO6C/06487,30,2160,1,195960,195960,195960,1463497,5091430
1536151.023,5145247.238,CRC157924,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC157924,50,4320,1,512213,512213,512213,1536151,5145247
1573098.443,5190434.275,CRC171502,Water Permit (s14),Part Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC171502,5,1874,10,26000,26000,0,1573098,5190434
1577216.311,5265845.244,CRC153278,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC153278,3,756,7,39312,39312,0,1577216,5265845
1534453.498,5199843.697,CRC172241,Water Permit (s14),Part Transfer Site2Site (W),Issued - Active,Water Take/Use,Take Groundwater,CRC172241,7,249,1,68715,68715,68715,1534453,5199843
1547434.945,5182048.614,CRC164065,Water Permit (s14),Part Surrender,Issued - Active,Water Take/Use,Take Groundwater,CRC164065,5,432,1,71616,71616,0,1547434,5182048
1544909.15,5162982.801,CRC080832.2,Water Permit (s14),Notice of Review,Issued - Active,Water Take/Use,Take Groundwater,CO6C/27759,38,57456,21,353110,353110,353110,1544909,5162982
1497627.774,5135293.517,CRC001188,Water Permit (s14),Renewal,Issued - Active,Water Take/Use,Take Groundwater,CO6C/07929,7,3478,7,62228,62228,0,1497627,5135293
1530226.062,5171122.86,CRC010665.1,Water Permit (s14),Notice of Review,Issued - Active,Water Take/Use,Take Groundwater,CO6C/00786,6.8,1762,7,9886,39544,39544,1530226,5171122
1491683.907,5135922.111,CRC141724,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC141724,45,29808,8,467371,467371,0,1491683,5135922
1553106.633,5171190.633,CRC010798,Water Permit (s14),Renewal,Issued - Active,Water Take/Use,Take Groundwater,CO6C/02068,14,605,1,87789,87789,0,1553106,5171190
1535379.633,5184965.105,CRC992345,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CO6C/15795,42,3269,1,513722,513722,0,1535379,5184965
1569926.571,5253416.128,CRC971081.3,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CO6C/27654,30,2376,1,346961,346961,0,1569926,5253416
